,bug,Código.do.Município,GEOCODIGO,Município,Estado,ano,Prestadores,Serviços,"popTotalAtendida",AG002...Quantidade.de.ligações.ativas.de.água..Ligações.,AG003...Quantidade.de.economias.ativas.de.água..Economias.,AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.,AG005...Extensão.da.rede.de.água..km.,AG006...Volume.de.água.produzido..1000.m..ano.,AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.,AG008...Volume.de.água.micromedido..1000.m..ano.,AG010...Volume.de.água.consumido..1000.m..ano.,AG011...Volume.de.água.faturado..1000.m..ano.,AG012...Volume.de.água.macromedido..1000.m..ano.,AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.,AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.,AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.,AG017...Volume.de.água.bruta.exportado..1000.m..ano.,AG018...Volume.de.água.tratada.importado..1000.m..ano.,AG019...Volume.de.água.tratada.exportado..1000.m..ano.,AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.,AG021...Quantidade.de.ligações.totais.de.água..Ligações.,AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.,AG024...Volume.de.serviço..1000.m..ano.,popUrbanaAtendida,AG027...Volume.de.água.fluoretada..1000.m..ano.,AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano.
969,969,292400,2924009,Paulo Afonso,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,104423.0,31559.0,34519.0,31538.0,270.69,7371.58,7371.58,3969.6,4717.13,5191.59,7487.51,31767.0,34484.0,0.0,0.0,115.93,703.44,3489.62,34910.0,31736.0,197.64,101289.0,0.0,3210.09
970,970,292405,2924058,Pé de Serra,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8829.0,3073.0,3084.0,3073.0,40.74,293.14,280.35,261.71,293.14,412.84,280.35,2901.0,3084.0,0.0,0.0,0.0,0.0,232.86,3620.0,2901.0,9.26,5445.0,280.35,262.02
971,971,292420,2924207,Pedro Alexandre,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,5697.0,1619.0,1625.0,1619.0,71.81,0.0,0.0,147.61,152.61,220.85,263.27,1566.0,1625.0,0.0,0.0,263.27,1.45,135.41,1805.0,1566.0,47.47,2973.0,0.0,326.48
972,972,292430,2924306,Piatã,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
973,973,292440,2924405,Pilão Arcado,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
974,974,292450,2924504,Pindaí,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29245040] Prefeitura Municipal de Pindai - PMP,Água; Res Sólidos,4410.0,1346.0,1467.0,1346.0,33.66,230.29,230.29,160.95,162.78,209.42,230.29,1295.0,1467.0,0.0,0.0,0.0,0.0,139.1,1510.0,1295.0,6.66,4410.0,212.81,579.65
975,975,292460,2924603,Pindobaçu,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
976,976,292465,2924652,Pintadas,BA,2015,[29246511] Prefeitura Municipal de Pintadas - PMP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29246540] Prefeitura Municipal de Pintadas - PMP,Esgoto; Água; Res Sólidos,6832.0,2200.0,2219.0,2166.0,31.46,201.63,201.63,183.15,201.5,241.32,201.63,2068.0,2185.0,0.0,0.0,0.0,0.0,167.3,2481.0,2051.0,0.38,6066.0,162.8,280.87
977,977,292470,2924702,Piripá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29247040] Prefeitura Municipal de Piripá - PMP,Água; Res Sólidos,6262.0,2056.0,2102.0,2017.0,19.77,241.31,241.31,164.68,174.12,272.37,241.31,1953.0,2063.0,0.0,0.0,0.0,0.0,151.23,2286.0,1917.0,0.04,5931.0,198.23,57.49
978,978,292480,2924801,Piritiba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,18142.0,6149.0,6203.0,6065.0,135.87,749.22,749.22,469.89,851.4,801.83,1141.45,5813.0,6119.0,0.0,0.0,620.16,344.14,440.45,6963.0,5736.0,20.71,16480.0,113.0,1077.24
979,979,292490,2924900,Planaltino,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29249040] Prefeitura Municipal de Planaltino - PMP,Água; Res Sólidos,4244.0,1376.0,1377.0,1376.0,12.05,127.4,127.4,103.97,105.58,172.61,117.91,1318.0,1377.0,0.0,0.0,0.0,0.0,97.85,1577.0,1318.0,3.23,3909.0,127.4,238.23
980,980,292500,2925006,Planalto,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29250040] Prefeitura Municipal de Planalto - PMP,Água; Res Sólidos,18837.0,5891.0,5970.0,5819.0,106.67,803.05,803.05,504.8,520.91,776.53,803.05,5669.0,5898.0,0.0,0.0,0.0,0.0,471.24,6572.0,5603.0,8.72,16175.0,531.04,1031.65
981,981,292510,2925105,Poções,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,41921.0,13870.0,14290.0,13594.0,167.94,1866.83,1866.83,1312.4,1496.42,1932.35,1866.83,13085.0,14014.0,0.0,0.0,0.0,122.34,1204.97,14983.0,12836.0,11.2,37782.0,1866.83,705.04
982,982,292525,2925253,Ponto Novo,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,16044.0,5489.0,5511.0,5392.0,163.33,843.28,843.28,305.34,445.57,506.76,843.28,5306.0,5414.0,0.0,0.0,0.0,118.57,285.5,6203.0,5221.0,2.9,8632.0,843.28,726.34
983,983,292540,2925402,Potiraguá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29254040] Prefeitura Municipal de Potiraguá - PMP,Água; Res Sólidos,7723.0,2895.0,2938.0,2199.0,30.52,477.62,477.62,209.47,350.58,389.6,477.62,2753.0,2239.0,0.0,0.0,0.0,0.0,191.53,3317.0,2100.0,1.8,5425.0,245.23,286.46
984,984,292560,2925600,Presidente Dutra,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29256040] Prefeitura Municipal de Presidente Dutra - PMPDBA,Água; Res Sólidos,14712.0,5224.0,5264.0,4956.0,82.29,784.53,784.53,484.16,517.29,704.4,784.53,4982.0,4996.0,0.0,0.0,0.0,0.0,463.76,5815.0,4741.0,7.8,9690.0,356.4,2321.0
985,985,292570,2925709,Presidente Jânio Quadros,BA,2015,[29257011] Prefeitura Municipal de Presidente Jânio Quadros - PMPJQ; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29257040] PRESIDENTE JÂNIO QUADROS PREFEITURA - PMPJQ,Esgoto; Água; Res Sólidos,5819.0,1901.0,1939.0,1817.0,44.37,210.18,210.18,161.08,174.91,249.41,210.18,1803.0,1855.0,0.0,0.0,0.0,0.0,150.05,2177.0,1722.0,0.13,4052.0,210.18,231.1
986,986,292580,2925808,Queimadas,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,15568.0,5145.0,5181.0,5090.0,64.1,720.28,720.28,516.31,543.31,812.51,696.5,4876.0,5126.0,0.0,0.0,0.0,0.0,483.23,6033.0,4824.0,7.45,13244.0,369.5,975.26
987,987,292590,2925907,Quijingue,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29259040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA. DESENVOLVIMENTO URBANO E TRANSPORTES - SEINFRA,Água; Res Sólidos,18894.0,5724.0,5783.0,5623.0,167.46,938.19,0.0,491.09,644.43,772.54,938.19,5506.0,5676.0,938.19,0.0,0.0,119.07,451.18,6302.0,5418.0,16.32,6711.0,0.0,1127.99
988,988,292593,2925931,Quixabeira,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8461.0,3020.0,3033.0,2962.0,52.46,312.29,312.29,184.52,199.34,381.66,219.74,2943.0,2975.0,0.0,0.0,0.0,0.0,173.54,3465.0,2886.0,0.1,3847.0,0.0,421.27
989,989,292595,2925956,Rafael Jambeiro,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,11277.0,3561.0,3777.0,3507.0,93.51,588.69,588.69,347.48,352.84,512.15,588.69,3423.0,3719.0,0.0,0.0,0.0,0.0,298.87,4145.0,3366.0,29.32,7292.0,337.43,652.14
990,990,292600,2926004,Remanso,BA,2015,[29260011] Serviço Autônomo de Água e Esgoto - SAAE; [29260040] PREFEITURA MUNICIPAL DE REMANSO - PMR,Água e Esgoto; Res Sólidos,18752.0,8369.0,8369.0,5907.0,88.0,3315.22,3315.22,2793.0,2793.0,2615.12,3315.22,8369.0,6932.0,0.0,0.0,0.0,0.0,2023.22,8369.0,6932.0,28.0,18752.0,3315.22,857.0
991,991,292610,2926103,Retirolândia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,10117.0,3348.0,3405.0,3348.0,28.22,0.0,0.0,272.45,289.17,441.74,587.09,3334.0,3405.0,0.0,0.0,587.09,7.59,261.11,4101.0,3334.0,11.16,7427.0,0.0,577.42
992,992,292630,2926301,Riachão do Jacuípe,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29263040] Prefeitura Municipal de Riachão do Jacuipe - PMRJ,Água e Esgoto; Res Sólidos,29278.0,10453.0,10579.0,10453.0,124.95,1332.78,1332.78,1040.37,1076.47,1464.47,1332.78,9784.0,10579.0,0.0,0.0,0.0,6.84,932.86,11691.0,9784.0,26.53,21196.0,1022.2,684.77
993,993,292640,2926400,Riacho de Santana,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
994,994,292650,2926509,Ribeira do Amparo,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,1741.0,546.0,556.0,545.0,5.29,94.7,0.0,54.36,57.12,78.48,85.97,511.0,555.0,94.7,0.0,0.0,0.0,49.08,673.0,511.0,0.0,1741.0,0.0,39.07
995,995,292660,2926608,Ribeira do Pombal,BA,2015,[29266011] Prefeitura Municipal de Ribeira do Pombal - PMRP; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29266040] Prefeitura Municipal de Ribeira do Pombal - PMRP,Esgoto; Água; Res Sólidos,38973.0,12971.0,13213.0,12968.0,138.76,1797.48,0.0,1261.34,1289.61,1817.9,1779.32,12299.0,13210.0,1793.64,0.0,12.6,0.0,1166.03,13965.0,12297.0,2.4,32198.0,31.3,994.89
996,996,292665,2926657,Ribeirão do Largo,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,407.0,138.0,138.0,137.0,1.18,17.74,17.74,13.01,14.3,18.03,17.74,130.0,137.0,0.0,0.0,0.0,0.0,6.56,139.0,130.0,0.22,0.0,17.74,0.0
997,997,292670,2926707,Rio de Contas,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,7062.0,2342.0,2371.0,2222.0,36.56,371.8,371.8,208.49,232.98,319.72,371.8,2185.0,2250.0,0.0,0.0,0.0,0.0,190.46,2627.0,2086.0,2.27,6604.0,205.17,196.57
998,998,292680,2926806,Rio do Antônio,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,11876.0,3541.0,3749.0,3540.0,45.57,509.29,509.29,352.73,387.24,501.63,509.29,3473.0,3748.0,0.0,0.0,0.0,0.0,327.96,3961.0,3472.0,4.6,6322.0,0.0,1065.76
999,999,292690,2926905,Rio do Pires,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29269040] Prefeitura Muinicipal de Rio do Pires - PMRP,Água; Res Sólidos,6385.0,1977.0,2107.0,1977.0,23.26,281.12,281.12,203.16,204.1,282.03,281.12,1891.0,2107.0,0.0,0.0,0.0,0.0,184.48,2150.0,1891.0,16.31,5340.0,88.69,272.8
1000,1000,292710,2927101,Rodelas,BA,2015,[29271011] Prefeitura Municipal de Rodelas - PMR; [29271040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA,Água e Esgoto; Res Sólidos,7912.0,2200.0,2200.0,0.0,24.0,265.0,0.0,0.0,190.75,0.0,265.0,2200.0,0.0,265.0,0.0,0.0,0.0,0.0,2475.0,0.0,0.0,6655.0,0.0,10.0
1001,1001,292720,2927200,Ruy Barbosa,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,24937.0,8228.0,8302.0,8215.0,86.21,1135.44,1108.24,749.29,783.67,1117.39,1129.03,7781.0,8289.0,27.2,0.0,0.0,0.0,698.96,9296.0,7771.0,25.85,23557.0,1108.24,1802.19
1002,1002,292750,2927507,Santa Bárbara,BA,2015,[29275011] Prefeitura Municipal de Santa Bárbara - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29275040] Prefeitura Municipal de Santa Barbara - Ba,Esgoto; Água; Res Sólidos,13243.0,4111.0,4181.0,4111.0,56.87,922.06,922.06,315.89,338.99,522.89,922.06,4031.0,4181.0,0.0,0.0,0.0,0.42,295.81,5609.0,4031.0,30.51,9437.0,306.5,960.48
1003,1003,292760,2927606,Santa Brígida,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29276040] PREFEITUTA MUNICIPAL DE SANTA BRIGIDA - PMSB,Água e Esgoto; Res Sólidos,9690.0,3032.0,3102.0,3032.0,71.78,0.0,0.0,280.52,284.24,423.35,587.52,2935.0,3102.0,0.0,0.0,587.52,0.0,262.83,3409.0,2935.0,84.01,5626.0,587.52,46.97
1004,1004,292790,2927903,Santa Inês,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29279040] PREFEITURA MUNICIPAL DE SANTA INES - PMSI,Água e Esgoto; Res Sólidos,9225.0,3281.0,3287.0,3272.0,45.56,401.43,401.43,288.27,295.9,455.7,363.69,3117.0,3278.0,0.0,0.0,0.0,0.0,246.35,4031.0,3109.0,3.88,9225.0,401.43,745.12
1005,1005,292800,2928000,Santaluz,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,29744.0,9369.0,9507.0,9360.0,95.4,1030.65,1030.65,695.82,717.42,1119.5,1004.14,9002.0,9498.0,0.0,0.0,0.0,0.0,647.02,10562.0,8993.0,12.4,22686.0,845.2,1609.88
1006,1006,292820,2928208,Santana,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,19658.0,6348.0,6466.0,6348.0,171.94,854.01,854.01,658.96,669.23,907.7,854.01,5991.0,6466.0,0.0,0.0,0.0,0.0,618.42,6762.0,5991.0,23.49,14850.0,840.99,1336.94
1007,1007,292830,2928307,Santanópolis,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,4791.0,1498.0,1522.0,1498.0,19.51,318.12,318.12,131.11,139.13,193.76,318.12,1471.0,1522.0,0.0,0.0,0.0,0.15,123.83,1925.0,1471.0,10.71,1812.0,131.4,335.86
1008,1008,292850,2928505,Santa Teresinha,BA,2015,[29285011] Prefeitura Municipal de Santa Teresinha - PMST; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Esgoto; Água,7706.0,2542.0,2671.0,2542.0,67.02,394.28,394.28,270.93,274.4,378.82,394.28,2499.0,2671.0,0.0,0.0,0.0,0.0,249.88,2933.0,2499.0,23.59,2561.0,394.28,711.91
1009,1009,292880,2928802,Santo Estêvão,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29288040] Secretaria de Obras. Serviços Públicos e Meio Ambiente - SEOBS,Água e Esgoto; Res Sólidos,41856.0,12887.0,13021.0,12719.0,97.31,2247.59,2247.59,1201.13,1263.41,1733.64,2247.59,12474.0,12852.0,0.0,0.0,0.0,0.0,1138.82,16161.0,12363.0,40.74,30763.0,827.4,3866.4
1010,1010,292895,2928950,São Domingos,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8977.0,3446.0,3470.0,3446.0,43.68,323.97,323.97,303.76,323.97,477.61,323.97,3115.0,3470.0,0.0,0.0,0.0,0.0,246.84,3835.0,3115.0,1.92,6333.0,323.97,142.22
1011,1011,292905,2929057,São Félix do Coribe,BA,2015,[29290511] Serviço Autônomo de Água e Esgoto - SAAE,Água,12696.0,4777.0,4777.0,4761.0,41.5,907.39,907.39,634.8,668.53,795.91,907.39,4185.0,4761.0,0.0,40.0,0.0,8.64,548.98,5490.0,4183.0,0.0,10663.0,907.39,750.0
1012,1012,292925,2929255,São Gabriel,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29292540] PREFEITURA MUNICIPAL DE SÃO GABRIEL - PMSG,Água; Res Sólidos,18441.0,5922.0,5965.0,5871.0,88.22,840.88,840.88,586.37,621.87,805.57,840.88,5684.0,5914.0,0.0,0.0,0.0,0.0,563.73,6329.0,5636.0,8.36,11129.0,495.3,2515.44
1013,1013,292937,2929370,São José do Jacuípe,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8771.0,3080.0,3109.0,3072.0,27.55,292.14,292.14,251.05,272.52,399.16,256.84,2982.0,3101.0,0.0,0.0,0.0,0.0,232.54,3377.0,2974.0,0.28,7596.0,0.0,1674.67
1014,1014,292970,2929701,Sátiro Dias,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8199.0,2591.0,2628.0,2459.0,20.04,304.1,0.0,193.77,264.16,346.81,262.0,2437.0,2496.0,304.1,0.0,0.0,0.0,175.49,2968.0,2309.0,0.0,4642.0,45.9,405.44
1015,1015,292980,2929800,Saúde,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8523.0,2821.0,2837.0,2793.0,25.62,237.19,237.19,191.52,206.74,328.06,237.19,2679.0,2809.0,0.0,0.0,0.0,0.0,177.98,3245.0,2655.0,0.0,7148.0,0.0,317.1
1016,1016,292990,2929909,Seabra,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,25221.0,7728.0,8131.0,7714.0,72.49,733.96,151.77,714.63,733.96,1080.83,733.96,7507.0,8115.0,582.19,0.0,0.0,0.0,660.83,8560.0,7495.0,2.88,21928.0,733.96,1363.37
1017,1017,293000,2930006,Sebastião Laranjeiras,BA,2015,[29300011] Prefeitura Municipal de Sebastião Laranjeiras - PMSL; [29300040] Prefeitura Municipal de Sebastião Laranjeiras - PMSL,Água; Res Sólidos,10740.0,2637.0,2645.0,0.0,45.0,920.0,920.0,0.0,920.0,0.0,0.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,0.0,0.0,4540.0,0.0,291.4
1018,1018,293010,2930105,Senhor do Bonfim,BA,2015,[29301011] Prefeitura Municipal de Senhor do Bonfim - PMSB; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29301040] Secretaria de Infraestrutura - seinfra,Esgoto; Água e Esgoto; Res Sólidos,79416.0,25780.0,27269.0,25645.0,203.3,3779.41,3696.76,2583.71,3125.66,3768.36,4163.21,25268.0,27133.0,0.0,0.0,402.25,484.05,2334.21,29264.0,25140.0,22.99,62912.0,4099.01,8512.02
1019,1019,293015,2930154,Serra do Ramalho,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
1020,1020,293020,2930204,Sento Sé,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
1021,1021,293030,2930303,Serra Dourada,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29303040] Prefeitura Municipal de Serra Dourada - PMSD,Água; Res Sólidos,11274.0,3555.0,3656.0,3555.0,98.97,491.59,491.59,326.56,332.47,470.92,491.59,3412.0,3656.0,0.0,0.0,0.0,0.0,306.05,3814.0,3412.0,13.52,6094.0,402.4,771.54
1022,1022,293040,2930402,Serra Preta,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29304040] Prefeitura Municipal de Serra Preta - PMSP,Água; Res Sólidos,9005.0,2862.0,2889.0,2856.0,22.0,508.23,508.23,235.85,249.93,346.28,508.23,2733.0,2883.0,0.0,0.0,0.0,0.0,215.71,3626.0,2727.0,9.21,6898.0,124.4,874.13
1023,1023,293050,2930501,Serrinha,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,76904.0,23826.0,24748.0,23778.0,227.1,7873.65,0.0,2436.75,6633.91,3444.39,8566.4,23863.0,24699.0,7873.65,0.0,692.75,4132.03,2263.14,28965.0,23816.0,141.84,51192.0,7873.65,14950.1
1024,1024,293060,2930600,Serrolândia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29306040] PREFEITURA MUNICIPAL DE SERROLANDIA - PMS,Água; Res Sólidos,13373.0,5818.0,5924.0,5816.0,93.72,622.59,622.59,429.51,511.15,745.49,480.48,5672.0,5922.0,0.0,0.0,82.32,71.9,409.28,6397.0,5670.0,7.67,7886.0,0.0,394.52
1025,1025,293075,2930758,Sítio do Mato,BA,2015,,,,,,,,,,,,,,,,,,,,,,,,NaN,,
1026,1026,293076,2930766,Sítio do Quinto,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,8079.0,2857.0,2869.0,2857.0,25.82,301.23,0.0,236.97,239.67,375.77,301.23,2784.0,2869.0,228.45,0.0,0.0,0.0,228.28,2994.0,2784.0,8.54,4833.0,75.46,443.95
1027,1027,293077,2930774,Sobradinho,BA,2015,[29307711] Empresa Municipal de Serviços de Água e Esgoto - EMSAE; [29307740] Prefeitura Municipal de Sobradinho - SIESP,Água e Esgoto; Res Sólidos,23583.0,6921.0,6921.0,4462.0,55.8,1125.58,1125.58,683.51,1125.58,1248.83,0.0,6720.0,4462.0,0.0,0.0,0.0,23.51,641.6,7928.0,4320.0,101.3,21412.0,0.0,584.54
1028,1028,293080,2930808,Souto Soares,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,7749.0,2285.0,2300.0,2143.0,38.53,241.16,241.16,166.15,166.15,270.37,241.16,2192.0,2156.0,0.0,0.0,0.0,0.0,156.22,2570.0,2058.0,33.58,6583.0,241.16,5.3
1029,1029,293090,2930907,Tabocas do Brejo Velho,BA,2015,[29309011] Prefeitura Municipal de Tabocas do Brejo Velho - PMTBV; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água; Água,11763.0,4606.0,4763.0,1841.0,127.24,584.64,234.64,188.18,541.0,604.2,234.64,4520.0,4680.0,350.0,0.0,0.0,0.0,172.03,4764.0,,6.45,4480.0,230.44,647.24
1030,1030,293100,2931004,Tanhaçu,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,11642.0,3877.0,3957.0,3621.0,44.21,683.57,683.57,343.1,415.74,509.84,683.57,3697.0,3700.0,0.0,0.0,0.0,0.0,320.35,4133.0,3453.0,4.47,8816.0,400.32,185.57
1031,1031,293105,2931053,Tanque Novo,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,11281.0,3418.0,3619.0,3418.0,88.06,548.52,548.52,318.68,321.43,475.84,548.52,3313.0,3619.0,0.0,0.0,0.0,0.0,291.11,3872.0,3313.0,44.9,8031.0,428.71,613.27
1032,1032,293110,2931103,Tanquinho,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,7220.0,2295.0,2334.0,2295.0,26.57,433.44,433.44,201.53,212.45,314.25,433.44,2179.0,2334.0,0.0,0.0,0.0,0.2,185.25,2584.0,2179.0,14.59,6100.0,227.8,460.32
1033,1033,293130,2931301,Tapiramutá,BA,2015,[29313011] Prefeitura Municipal de Tapiramutá - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29313040] Secretaria Municipal de Infraestrutura - SMI,Esgoto; Água; Res Sólidos,13365.0,3640.0,3676.0,3634.0,23.24,335.53,335.53,281.75,292.19,469.08,335.53,3387.0,3670.0,0.0,0.0,0.0,0.0,260.5,4065.0,3381.0,4.54,13365.0,303.5,339.37
1034,1034,293150,2931509,Teofilândia,BA,2015,[29315011] Prefeitura Municipal de Teofilândia - PMT; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Esgoto; Água,19836.0,5691.0,5749.0,5690.0,69.23,1703.91,0.0,517.63,1292.1,721.68,1713.27,5600.0,5748.0,871.1,0.0,9.36,760.26,493.85,6728.0,5599.0,23.96,7168.0,871.1,2946.15
1035,1035,293180,2931806,Tremedal,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,4894.0,1664.0,1705.0,1627.0,28.38,246.74,246.74,172.69,190.26,240.03,246.74,1516.0,1668.0,0.0,0.0,0.0,0.0,152.97,1850.0,1479.0,0.79,4207.0,246.74,137.87
1036,1036,293190,2931905,Tucano,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,28873.0,9325.0,9433.0,9273.0,81.93,1248.09,2.26,873.09,923.94,1233.5,1171.25,8971.0,9380.0,1245.83,0.0,0.0,0.0,819.88,10262.0,8929.0,31.65,23365.0,1046.0,879.78
1037,1037,293200,2932002,Uauá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,15999.0,5521.0,5664.0,5520.0,209.27,1123.19,1123.19,456.05,1170.67,1412.13,1904.96,5167.0,5663.0,0.0,0.0,784.47,681.76,420.71,5889.0,5166.0,6.88,11112.0,0.0,1061.41
1038,1038,293210,2932101,Ubaíra,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29321040] Prefeitura Municipal - UBAÍRA,Água e Esgoto; Res Sólidos,9971.0,3285.0,3372.0,3277.0,23.59,448.75,448.75,270.71,279.55,443.12,448.75,3138.0,3362.0,0.0,0.0,0.0,0.0,245.99,3901.0,3129.0,4.31,9283.0,448.75,239.43
1039,1039,293240,2932408,Uibaí,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29324040] SECRETARIA MUNICIPAL DE OBRAS. TRANSPORTES E SERVIÇOS PÚBLICOS - SMO,Água; Res Sólidos,14483.0,5296.0,5343.0,5181.0,81.09,772.97,772.97,484.09,516.73,704.8,772.97,5061.0,5227.0,0.0,0.0,0.0,0.0,465.38,5779.0,4962.0,7.69,8834.0,302.9,2286.92
1040,1040,293245,2932457,Umburanas,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,9656.0,2449.0,2462.0,2326.0,47.63,267.23,267.23,198.36,220.47,319.68,267.23,2360.0,2339.0,0.0,0.0,0.0,0.0,185.24,2808.0,2245.0,5.08,8418.0,267.23,1299.0
1041,1041,293260,2932606,Urandi,BA,2015,[29326040] Prefeitura Municipal de Urandi - PMU,Res Sólidos,,,,,,,,,,,,,,,,,,,,,,NaN,,
1042,1042,293280,2932804,Utinga,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29328040] Prefeitura Municipal de Utinga - PMU,Água; Res Sólidos,14085.0,4651.0,4672.0,4648.0,30.18,472.37,472.37,396.34,428.03,626.93,472.37,4308.0,4669.0,0.0,0.0,0.0,0.0,361.29,5399.0,4305.0,7.85,13811.0,472.37,328.77
