,Unnamed: 0,Código.do.Município,GEOCODIGO,Município,Estado,Ano.de.Referência,Prestadores,Serviços,QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água,qteParalisacoesAno,QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.,QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.,QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..,QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.,QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.,QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.,QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..,QD012...Duração.dos.extravasamentos.registrados..Horas.ano.,QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.,QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.,QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.,QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.,QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.,QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.,QD022...Duração.das.interrupções.sistemáticas..Horas.ano.,QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.,QD024...Quantidade.de.serviços.executados..Serviços.ano.,QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.,QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.,QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.,QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.,QD029...Atendimento.integral.da.portaria.518.04
845,845,290755,2907558,Caturama,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,2.0,16.0,1864.0,4766.0,16.0,3229.0,0.0,1.0,24.0,94822.0,,,3744.0,3744.0,182.0,4368.0,321.0,321.0,963.0,252.0,28.0,240.0,
846,846,290760,2907608,Central,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,4.0,96.0,4886.0,3938.0,0.0,3938.0,6.0,,,4886.0,,,3982.0,3982.0,4.0,96.0,6353.0,6287.0,18861.0,435.0,0.0,381.0,
847,847,290770,2907707,Chorrochó,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,0.0,0.0,0.0,1990.0,1.0,1992.0,14.0,40.0,372.0,0.0,,,3600.0,3600.0,0.0,0.0,1162.0,1029.0,3087.0,332.0,1.0,336.0,
848,848,290780,2907806,Cícero Dantas,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,1.0,8.0,3340.0,1948.0,5.0,479.0,2.0,,,0.0,,,620.0,973.0,0.0,0.0,8915.0,8591.0,25773.0,806.0,22.0,781.0,
849,849,290790,2907905,Cipó,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29079040] Secretaria de Agricultura. Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - SEAAM,Água; Res Sólidos,Atende integralmente,1.0,13.0,4242.0,969.0,2.0,107.0,0.0,,,0.0,,,371.0,587.0,0.0,0.0,5020.0,4871.0,14613.0,492.0,4.0,477.0,
850,850,290810,2908101,Cocos,BA,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
851,851,290840,2908408,Conceição do Coité,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29084040] PREFEITURA MUNICIPAL DE CONCEIÇÃO DO COITÉ - PMCC,Água e Esgoto; Res Sólidos,Atende integralmente,0.0,0.0,0.0,838.0,14.0,390.0,1.0,389.0,2993.4,0.0,,,852.0,852.0,0.0,0.0,24842.0,22468.0,67404.0,839.0,12.0,852.0,
852,852,290870,2908705,Condeúba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29087040] Prefeitura Municipal de Condeúba - PMC,Água; Res Sólidos,Atende integralmente,6.0,42.0,18816.0,4472.0,38.0,3379.0,17.0,,,4160.0,,,3840.0,3840.0,52.0,4992.0,630.0,630.0,1890.0,346.0,0.0,336.0,
853,853,290880,2908804,Contendas do Sincorá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29088040] Prefeitura Municipal de Contendas do Sincorá - PMCS,Água; Res Sólidos,Atende integralmente,2.0,97.0,1992.0,4165.0,0.0,1360.0,5.0,,,0.0,,,4068.0,4068.0,0.0,0.0,452.0,438.0,1314.0,167.0,0.0,216.0,
854,854,290900,2909000,Cordeiros,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29090040] Prefeitura Municipal de Cordeiros - PMC,Água; Res Sólidos,Atende integralmente,7.0,53.0,8440.0,4351.0,5.0,2803.0,12.0,,,88088.0,,,3720.0,3720.0,104.0,8766.0,234.0,234.0,702.0,226.0,0.0,216.0,
855,855,290910,2909109,Coribe,BA,2015,[29091011] Serviço Autônomo de Água e Esgoto - SAAE; [29091040] PREFEITURA MUNICIPAL DE CORIBE - PMC,Água; Res Sólidos,,12.0,72.0,,66.0,0.0,66.0,24.0,,,0.0,,,66.0,66.0,0.0,0.0,20.0,10.0,10.0,60.0,20.0,60.0,
856,856,290920,2909208,Coronel João Sá,BA,2015,[29092011] Prefeitura Municipal de Coronel João Sá - PMCJS; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29092040] SECRETARIA DE AGRICULTURA E MEIO AMBIENTE - SECMA,Esgoto; Água; Res Sólidos,Atende integralmente,36.0,252.0,132120.0,1339.0,24.0,1359.0,2.0,5.0,20.0,219000.0,,,396.0,396.0,365.0,2555.0,3562.0,3433.0,10324.0,490.0,6.0,396.0,
857,857,290950,2909505,Cravolândia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,10.0,225.0,10910.0,3261.0,0.0,3064.0,70.0,0.0,0.0,4364.0,,,3180.0,3180.0,4.0,100.0,1073.0,975.0,2925.0,312.0,0.0,216.0,
858,858,290960,2909604,Crisópolis,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29096040] Prefeitura Municipal de Crisopolis - PMC,Água; Res Sólidos,Atende integralmente,1.0,78.0,3228.0,796.0,0.0,174.0,0.0,,,0.0,,,288.0,418.0,0.0,0.0,1938.0,1831.0,5493.0,359.0,1.0,359.0,
859,859,290990,2909901,Curaçá,BA,2015,[29099011] Serviço Autônomo de Água e Esgoto - SAAE,Água e Esgoto,,7.0,44.0,32417.0,5060.0,40.0,4440.0,90.0,1583.0,527.0,9262.0,,,4380.0,4380.0,2.0,32.0,3986.0,3985.0,996.25,104.0,0.0,104.0,
860,860,291010,2910107,Dom Basílio,BA,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
861,861,291030,2910305,Elísio Medrado,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,9.0,105.0,12771.0,1305.0,0.0,1058.0,7.0,,,0.0,,,3900.0,3900.0,0.0,0.0,1313.0,1311.0,3933.0,150.0,4.0,216.0,
862,862,291040,2910404,Encruzilhada,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,3.0,31.0,364.0,4373.0,0.0,1333.0,0.0,2.0,55.0,26475.0,,,3720.0,3720.0,30.0,720.0,732.0,717.0,2151.0,251.0,0.0,216.0,
863,863,291070,2910701,Euclides da Cunha,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29107040] Prefeitura Municipal de Euclides da Cunha - Bahia - PMEC,Água e Esgoto; Res Sólidos,Atende integralmente,19.0,609.0,180534.0,574.0,0.0,574.0,0.0,4.0,96.0,7865.0,,,576.0,576.0,6.0,244.58,18032.0,16197.0,48591.0,574.0,0.0,576.0,
864,864,291075,2910750,Fátima,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,8.0,178.0,41184.0,788.0,41.0,146.0,1.0,,,0.0,,,428.0,533.0,0.0,0.0,6789.0,6181.0,18543.0,407.0,14.0,480.0,
865,865,291077,2910776,Feira da Mata,BA,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
866,866,291080,2910800,Feira de Santana,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP,Água e Esgoto; Res Sólidos,Atende integralmente,17.0,186.0,202998.0,1746.0,54.0,1750.0,15.0,5418.0,41691.5,31552.0,,,4201.0,4201.0,192.0,4608.0,358788.0,345908.0,1037724.0,1746.0,59.0,2857.0,
867,867,291085,2910859,Filadélfia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,13.0,202.0,54171.0,324.0,0.0,324.0,3.0,,,0.0,,,326.0,326.0,0.0,0.0,3537.0,2993.0,8979.0,324.0,0.0,326.0,
868,868,291125,2911253,Gavião,BA,2015,[29112511] Prefeitura Municipal de Gavião - pmg; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29112540] Prefeitura Municipal de Gavião - PMG,Esgoto; Água; Res Sólidos,Atende integralmente,14.0,181.0,7702.0,1791.0,1.0,1791.0,4.0,30.0,22.0,0.0,,,3900.0,3900.0,0.0,0.0,1299.0,1165.0,3605.0,248.0,18.0,216.0,
869,869,291130,2911303,Gentio do Ouro,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM,Água e Esgoto; Res Sólidos,Atende integralmente,2.0,48.0,1220.0,488.0,2.0,442.0,5.0,24.0,1454.17,1220.0,,,3720.0,3720.0,2.0,48.0,1699.0,1670.0,5010.0,120.0,2.0,120.0,
870,870,291140,2911402,Glória,BA,2015,[29114011] Prefeitura Municipal de Glória - PMG; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29114040] Prefeitura Municipal de Glória - PMG,Esgoto; Água e Esgoto; Res Sólidos,Atende integralmente,0.0,0.0,0.0,6174.0,54.0,6106.0,3.0,26.0,256.39,1358530.0,,,,,365.0,28425.0,2478.0,2256.0,6767.0,792.0,6.0,,
871,871,291165,2911659,Guajeru,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29116540] Prefeitura Municipal de Guajeru - PMG,Água; Res Sólidos,Atende integralmente,2.0,24.0,1840.0,3203.0,16.0,2532.0,3.0,,,384570.0,,,2280.0,2280.0,395.0,4740.0,562.0,562.0,1686.0,219.0,12.0,216.0,
872,872,291170,2911709,Guanambi,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29117040] SEC MUL DE INFRA ESTRUTURA - SEC INFRA,Água e Esgoto; Res Sólidos,Atende integralmente,30.0,309.0,332848.0,5673.0,33.0,3142.0,10.0,604.0,6597.44,0.0,,,3300.0,3300.0,0.0,0.0,15017.0,15017.0,45051.0,1188.0,18.0,996.0,
873,873,291185,2911857,Heliópolis,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,8.0,178.0,21232.0,672.0,6.0,139.0,0.0,,,0.0,,,283.0,388.0,0.0,0.0,1917.0,1720.0,5160.0,322.0,12.0,335.0,
874,874,291190,2911907,Iaçu,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,9065.0,10.0,8990.0,30.0,,,0.0,,,9192.0,9192.0,0.0,0.0,5166.0,4464.0,13392.0,1031.0,4.0,1020.0,
875,875,291200,2912004,Ibiassucê,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,6.0,51.0,2646.0,4066.0,7.0,2983.0,9.0,,,302400.0,,,3420.0,3420.0,120.0,17280.0,612.0,612.0,1836.0,264.0,13.0,300.0,
876,876,291220,2912202,Ibicoara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29122040] Prefeitura Municipal de Ibicoara - PMI,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,2544.0,0.0,2544.0,0.0,,,0.0,,,3120.0,3120.0,0.0,0.0,654.0,641.0,1923.0,233.0,0.0,216.0,
877,877,291240,2912400,Ibipeba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,3.0,72.0,1754.0,5981.0,5.0,5975.0,3.0,,,1754.0,,,6480.0,6480.0,3.0,72.0,2200.0,2180.0,6540.0,451.0,8.0,360.0,
878,878,291250,2912509,Ibipitanga,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,4.0,33.0,1500.0,4650.0,3.0,4043.0,12.0,,,546630.0,,,4260.0,4260.0,210.0,5040.0,913.0,913.0,2739.0,313.0,6.0,300.0,
879,879,291260,2912608,Ibiquera,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29126040] Prefeitura Municipal de Ibiquera - PMI,Água; Res Sólidos,Atende integralmente,4.0,114.0,4428.0,3086.0,0.0,3086.0,0.0,,,53280.0,,,3180.0,3180.0,480.0,11520.0,485.0,371.0,1113.0,292.0,0.0,216.0,
880,880,291300,2913002,Ibitiara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,0.0,0.0,0.0,1004.0,0.0,986.0,0.0,37.0,159.08,0.0,,,216.0,216.0,0.0,0.0,769.0,660.0,1980.0,222.0,0.0,216.0,
881,881,291310,2913101,Ibititá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29131040] Prefeitura Municipal de Ibitita - BAHIA,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,4063.0,0.0,4063.0,2.0,,,0.0,,,4072.0,4072.0,0.0,0.0,6592.0,6536.0,19608.0,504.0,2.0,472.0,
882,882,291320,2913200,Ibotirama,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,6.0,88.0,49224.0,2401.0,0.0,2380.0,130.0,421.0,5324.0,0.0,,,3216.0,3216.0,0.0,0.0,9516.0,8826.0,26478.0,665.0,0.0,612.0,
883,883,291330,2913309,Ichu,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,241.0,0.0,162.0,2.0,,,0.0,,,240.0,240.0,0.0,0.0,1675.0,1440.0,4320.0,241.0,6.0,240.0,
884,884,291340,2913408,Igaporã,BA,2015,,,,NaN,,,,,,,,,,,,,,,,,,,,,,
885,885,291350,2913507,Iguaí,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29135040] SECRETARIA DO MEIO AMBIENTE - SEMA,Água e Esgoto; Res Sólidos,Atende integralmente,5.0,157.0,26181.0,4003.0,0.0,3701.0,9.0,1.0,98.0,0.0,,,4356.0,4356.0,0.0,0.0,5738.0,5657.0,16971.0,460.0,3.0,444.0,
886,886,291370,2913705,Inhambupe,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA,Água; Res Sólidos,Atende integralmente,2.0,32.0,10648.0,5983.0,1.0,164.0,0.0,,,0.0,,,593.0,1091.0,0.0,0.0,4282.0,4061.0,12183.0,805.0,9.0,767.0,
887,887,291380,2913804,Ipecaetá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29138040] Prefeitura Municipal de Ipecaetá - PMI,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,147.0,0.0,147.0,4.0,,,0.0,,,160.0,160.0,0.0,0.0,1692.0,1505.0,4515.0,147.0,0.0,160.0,
888,888,291400,2914000,Ipirá,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29140040] secretaria de infraestrutura - seinfra,Água e Esgoto; Res Sólidos,Atende integralmente,6.0,91.0,68940.0,6256.0,29.0,6078.0,36.0,26.0,325.2,132600.0,,,4356.0,4356.0,832.0,19968.0,243.0,216.0,648.0,1033.0,33.0,852.0,
889,889,291410,2914109,Ipupiara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,0.0,0.0,0.0,1152.0,5.0,818.0,0.0,27.0,115.11,0.0,,,456.0,456.0,0.0,0.0,1558.0,1297.0,3891.0,476.0,0.0,456.0,
890,890,291420,2914208,Irajuba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,8.0,223.0,11304.0,3612.0,0.0,3620.0,186.0,,,7065.0,,,3720.0,3720.0,5.0,143.0,1444.0,1313.0,3939.0,247.0,3.0,216.0,
891,891,291430,2914307,Iramaia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29143040] Prefeitura Municipal de Iramaia - PMI,Água; Res Sólidos,Atende integralmente,12.0,287.0,25704.0,3239.0,0.0,359.0,5.0,,,0.0,,,4320.0,4320.0,0.0,0.0,2860.0,2600.0,7800.0,291.0,0.0,492.0,
892,892,291440,2914406,Iraquara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,260.0,0.0,223.0,18.0,,,0.0,,,468.0,468.0,0.0,0.0,1152.0,770.0,2310.0,480.0,2.0,468.0,
893,893,291460,2914604,Irecê,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP,Água e Esgoto; Res Sólidos,Atende integralmente,14.0,112.0,24543.0,4421.0,0.0,4421.0,26.0,288.0,673.95,24543.0,,,4457.0,4457.0,14.0,336.0,56559.0,55717.0,167151.0,918.0,19.0,857.0,
894,894,291470,2914703,Itaberaba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29147040] PREFEITURA MUNICIPAL - PMI,Água e Esgoto; Res Sólidos,Atende integralmente,1.0,24.0,22371.0,6854.0,116.0,6447.0,50.0,139.0,1630.6,84032.0,,,6660.0,6660.0,208.0,4992.0,25996.0,21548.0,64644.0,1105.0,7.0,1284.0,
895,895,291500,2915007,Itaeté,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,12.0,119.0,11448.0,5241.0,9.0,2379.0,2.0,,,1672.0,,,6240.0,6240.0,2.0,18.0,1487.0,1090.0,3270.0,543.0,1.0,492.0,
896,896,291510,2915106,Itagi,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,3767.0,0.0,1429.0,15.0,,,0.0,,,3204.0,3204.0,0.0,0.0,1213.0,1103.0,3309.0,416.0,13.0,408.0,
897,897,291535,2915353,Itaguaçu da Bahia,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,3651.0,0.0,3651.0,7.0,,,0.0,,,3720.0,3720.0,0.0,0.0,1494.0,1475.0,4425.0,148.0,0.0,120.0,
898,898,291580,2915809,Itambé,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,11.0,175.0,56007.0,2876.0,51.0,2745.0,42.0,0.0,0.0,76084.0,,,3046.0,3046.0,37.0,1608.0,5417.0,5273.0,15819.0,501.0,15.0,469.0,
899,899,291640,2916401,Itapetinga,BA,2015,[29164011] Serviço Autônomo de Água e Esgoto - SAAE; [29164040] Prefeitura Municipal de Itapetinga - PMI,Água e Esgoto; Res Sólidos,,4.0,28600.0,21500.0,709.0,0.0,709.0,0.0,,,,,,792.0,792.0,264.0,906.39,29071.0,28297.0,19444.11,709.0,0.0,792.0,
900,900,291650,2916500,Itapicuru,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,2.0,109.0,5597.0,3616.0,6.0,202.0,1.0,,,0.0,,,504.0,983.0,0.0,0.0,1825.0,1766.0,5298.0,706.0,8.0,713.0,
901,901,291670,2916708,Itaquara,BA,2015,[29167011] Prefeitura Municipal de Itaquara - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29167040] Prefeitura Municipal de Itaquara - PMI,Esgoto; Água; Res Sólidos,Atende integralmente,6.0,192.0,10098.0,3615.0,0.0,3623.0,186.0,1.0,2.0,10098.0,,,3732.0,3732.0,6.0,192.0,1801.0,1646.0,5438.0,250.0,1.0,228.0,
902,902,291680,2916807,Itarantim,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,4706.0,2.0,4688.0,0.0,,,124373.0,,,4728.0,4728.0,65.0,2280.0,5380.0,5264.0,15792.0,384.0,3.0,384.0,
903,903,291685,2916856,Itatim,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29168540] Prefeitura Municipal de Itatim - PMI,Água; Res Sólidos,Atende integralmente,23.0,258.0,111941.0,3573.0,9.0,3573.0,3.0,,,0.0,,,3972.0,3972.0,0.0,0.0,6875.0,6862.0,20586.0,427.0,1.0,468.0,
904,904,291690,2916906,Itiruçu,BA,2015,[29169011] Prefeitura Municipal de Itiruçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29169040] Prefeitura Municipal de Itiruçu - PMI,Esgoto; Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,3809.0,3.0,3834.0,0.0,10.0,27.0,0.0,,,3828.0,3828.0,0.0,0.0,3034.0,2759.0,8277.0,367.0,7.0,540.0,
905,905,291700,2917003,Itiúba,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29170040] PREFEITURA MUNICIPAL DE ITIUBA - PMI,Água e Esgoto; Res Sólidos,Atende integralmente,20.0,298.0,979.0,415.0,0.0,335.0,0.0,2.0,72.0,0.0,,,408.0,408.0,0.0,0.0,5267.0,4574.0,13722.0,415.0,0.0,408.0,
906,906,291710,2917102,Itororó,BA,2015,[29171011] Serviços Autônomos de Água e Esgotos - SAAE,Água e Esgoto,,12.0,68.0,4680.0,395.0,0.0,395.0,0.0,,0.0,3460.0,,,130.0,130.0,9.0,23.0,687.0,687.0,520.0,395.0,0.0,130.0,
907,907,291720,2917201,Ituaçu,BA,2015,[29172011] Prefeitura Municipal de Ituaçu - PMI; [29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Esgoto; Água,Atende integralmente,0.0,0.0,0.0,4669.0,0.0,48.0,11.0,80.0,40.0,0.0,,,4524.0,4524.0,0.0,0.0,3104.0,3058.0,8908.0,304.0,1.0,380.0,
908,908,291733,2917334,Iuiú,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,1.0,6.0,1871.0,3259.0,4.0,2226.0,8.0,,,0.0,,,3420.0,3420.0,0.0,0.0,309.0,309.0,927.0,276.0,1.0,276.0,
909,909,291740,2917409,Jacaraci,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29174040] PREFEITURA MUNICIPAL DE JACARACI - PMJ,Água; Res Sólidos,Atende integralmente,1.0,36.0,1375.0,1994.0,0.0,35.0,0.0,,,0.0,,,228.0,228.0,0.0,0.0,418.0,418.0,1254.0,228.0,0.0,228.0,
910,910,291750,2917508,Jacobina,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29175040] Limpeza Pública de Jacobina - LIMPUJA,Água e Esgoto; Res Sólidos,Atende integralmente,2.0,19.0,31531.0,710.0,3.0,330.0,12.0,,,0.0,,,710.0,710.0,0.0,0.0,26332.0,21917.0,65751.0,710.0,8.0,710.0,
911,911,291760,2917607,Jaguaquara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29176040] SECRETARIA DE INFRAESTRUTURA - SEINFRA,Água e Esgoto; Res Sólidos,Atende integralmente,6.0,192.0,83610.0,4263.0,1.0,4258.0,187.0,4.0,57.4,83610.0,,,4248.0,4248.0,6.0,192.0,29072.0,26429.0,79287.0,898.0,7.0,744.0,
912,912,291770,2917706,Jaguarari,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29177040] Prefeitura Municipal de Jaguarari - PMJ,Água e Esgoto; Res Sólidos,Atende integralmente,5.0,71.0,13526.0,238.0,8.0,237.0,31.0,8.0,360.0,0.0,,,228.0,228.0,0.0,0.0,3083.0,2782.0,8346.0,238.0,12.0,228.0,
913,913,291800,2918001,Jequié,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água e Esgoto,Atende integralmente,0.0,0.0,0.0,8000.0,7.0,7626.0,43.0,69.0,1662.31,0.0,,,5664.0,5664.0,0.0,0.0,121284.0,110258.0,330774.0,1584.0,24.0,1440.0,
914,914,291810,2918100,Jeremoabo,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29181040] SECRETARIA DO MEIO AMBIENTE E SUSTENTABILIDADE - SEMMAS,Água; Res Sólidos,Atende integralmente,22.0,198.0,110000.0,4934.0,14.0,4829.0,18.0,,,803000.0,,,4284.0,4284.0,365.0,5475.0,6019.0,5804.0,17412.0,636.0,8.0,600.0,
915,915,291835,2918357,João Dourado,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29183540] Prefeitura Municipal de João Dourado - PMJD,Água; Res Sólidos,Atende integralmente,4.0,96.0,5088.0,4037.0,0.0,4037.0,7.0,,,5088.0,,,4080.0,4080.0,4.0,96.0,9811.0,9750.0,29250.0,534.0,11.0,480.0,
916,916,291840,2918407,Juazeiro,BA,2015,[29184011] Serviço Autônomo de Água e Esgoto de Juazeiro - SAAE,Água e Esgoto,,2.0,12.0,25610.0,7020.0,0.0,7015.0,83.0,20.0,3800.0,25610.0,,,6320.0,5623.0,2.0,12.0,15.0,9.0,52.0,3050.0,0.0,1860.0,
917,917,291850,2918506,Jussara,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA,Água,Atende integralmente,0.0,0.0,0.0,3948.0,0.0,3948.0,14.0,,,0.0,,,4008.0,4008.0,0.0,0.0,3455.0,3423.0,10269.0,445.0,9.0,408.0,
918,918,291860,2918605,Jussiape,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29186040] Secretaria Municipal de Administração - SMA,Água; Res Sólidos,Atende integralmente,0.0,0.0,0.0,5384.0,2.0,1501.0,13.0,,,0.0,,,5880.0,5880.0,0.0,0.0,303.0,299.0,897.0,387.0,1.0,412.0,
919,919,291870,2918704,Lafaiete Coutinho,BA,2015,[29274000] Empresa Baiana de Águas e Saneamento SA - EMBASA; [29187040] Prefeitura Municipal de Lafaiete Coutinho - PMLC,Água; Res Sólidos,Atende integralmente,15.0,281.0,13590.0,3793.0,1.0,3737.0,13.0,,,10872.0,,,3540.0,3540.0,12.0,211.0,741.0,674.0,2022.0,230.0,0.0,216.0,
